17,Alice,Morgan,F,1974-10-24,alice.morgan@techtrendmakers.com,2022-02-23,2022-06-29,Esp. em Bancos de Dados,125736.00,Berlim
18,Luana,Morris,F,1993-04-09,luana.morris@digitaldomainexperts.net,2010-03-02,2023-03-06,Esp. em Web Design,155448.00,Dublin
19,Giovanna,Reed,F,1985-03-21,giovanna.reed@webmasterysolutions.com,2013-08-04,2022-03-10,Analista de Segurança da Informação,160368.00,Londres
20,Fernanda,Butler,F,1991-03-19,fernanda.butler@prowebsolutions.net,2022-03-19,2022-02-11,Esp. em Suporte Técnico,256176.00,Bangalore
21,Letícia,Silva,F,1973-01-06,letícia.silva@digitaldomainmasters.com,2020-01-15,2022-10-19,Desenvolvedor Front-end,224568.00,Silicon Valley
22,Carolina,Santos,F,1984-06-25,carolina.santos@webprogurus.net,2012-04-18,2022-10-08,Desenvolvedor Back-end,225900.00,San Francisco
23,Elizabeth,Silva,F,1960-01-11,elizabeth.silva@creativetechhub.com,2015-08-23,2022-07-24,Desenvolvedor Full Stack,283032.00,Seattle
24,Lucas,Santos,M,1989-03-01,lucas.santos@futurewebtrends.net,2016-02-01,2022-10-22,Esp. em Internet das Coisas (IoT),247656.00,Bangalore
25,Pedro,Santos,M,1990-03-11,pedro.santos@techsolutionslab.com,2020-08-06,2022-08-01,Eng. de Dados,161256.00,Hyderabad
26,Gabriel,Oliveira,M,1978-12-30,gabriel.oliveira@webmasteryexperts.com,2015-03-26,2022-05-11,Esp. em DevOps,291360.00,Chennai
27,João,Souza,M,1967-05-25,joão.souza@innovatewebtech.net,2016-10-03,2022-12-05,Esp. em Big Data,235584.00,Pune
28,Victor,Rodrigues,M,1976-04-13,victor.rodrigues@secureonlinedomains.com,2013-11-21,2022-01-17,Arquiteto de Software,127704.00,Mumbai
29,Rafael,Almeida,M,1974-09-29,rafael.almeida@cloudtechmakers.net,2020-04-26,2022-03-14,Esp. em Realidade Virtual/Realidade Aumentada,156612.00,São Paulo
30,Felipe,Costa,M,1983-12-18,felipe.costa@proactivewebsolutions.com,2011-06-12,2022-04-20,Analista de Negócios de TI,161940.00,Campinas
31,Marcelo,Pereira,M,1990-02-27,marcelo.pereira@wisedigitalstrategies.com,2017-10-26,2022-05-13,Esp. em Automação de Testes,221304.00,Rio de Janeiro
32,André,Santos,M,1984-09-11,andré.santos@webgeniuszone.net,2021-12-23,2023-02-18,Esp. em Machine Learning,128916.00,Florianópolis
33,Tiago,Fernandes,M,1977-07-16,tiago.fernandes@techtrendmakers.com,2022-01-12,2022-02-02,Esp. em Blockchain,133236.00,Toronto
34,Gustavo,Garcia,M,1979-10-31,gustavo.garcia@freshonlinedomains.com,2022-06-13,2022-10-23,Esp. em Cibersegurança,202440.00,Montreal
35,Carlos,Ribeiro,M,1989-04-01,carlos.ribeiro@digitalstrategylab.net,2015-12-12,2022-04-05,Esp. em Gerenciamento de Projetos de TI,175788.00,Vancouver
36,Eduardo,Nunes,M,1981-04-30,eduardo.nunes@webwizardryexperts.com,2010-12-11,2022-10-05,Analista de Qualidade de Software,223512.00,Tel Aviv
37,Alex,Carvalho,M,1972-01-12,alex.carvalho@websavvygurus.net,2021-09-22,2022-12-13,Gerente de Operações de TI,295932.00,Berlim
38,Fábio,Lima,M,1992-06-18,fábio.lima@wisewebmasters.com,2013-08-07,2023-03-03,Esp. em Computação em Nuvem Híbrida,121404.00,Dublin
39,Daniel,Araújo,M,1989-08-08,daniel.araújo@prowebsolutionslab.com,2010-01-21,2022-06-10,Esp. em Redes de Computadores,186312.00,Londres
40,Renato,Rodrigues,M,1968-12-27,renato.rodrigues@techdomainexperts.net,2014-04-09,2022-06-03,Esp. em Virtualização de Servidores,179952.00,Bangalore
41,Luis,Ferreira,M,1964-08-10,luis.ferreira@webgurupro.net,2011-01-18,2023-02-27,Analista de Dados,189732.00,Nova York
42,Miguel,Cardoso,M,1968-11-13,miguel.cardoso@digitalinnovationlab.com,2014-12-02,2022-03-27,Esp. em Inteligência de Negócios (BI),154944.00,Boston
43,Bruno,Rodrigues,M,1975-02-19,bruno.rodrigues@techsavvydomains.net,2019-10-30,2022-09-05,Esp. em Experiência do Usuário (UX),203460.00,Austin
44,Arthur,Gomes,M,1982-08-12,arthur.gomes@webmasterylab.com,2022-10-07,2022-11-30,Esp. em Interface do Usuário (UI),186468.00,San Diego
45,Matheus,Santos,M,1987-04-12,matheus.santos@creativewebtech.net,2010-10-21,2022-11-21,Esp. em Tecnologias Mobile,152220.00,Los Angeles
46,Henrique,Pereira,M,1977-07-01,henrique.pereira@futuredigitaltrends.com,2012-02-23,2022-04-23,Desenvolvedor de Aplicativos Móveis,282384.00,Chicago
47,Ivan,Rocha,M,1983-04-10,ivan.rocha@securewebsolutions.net,2010-09-28,2022-03-25,Esp. em Sistemas de Informação Geográfica (GIS),122412.00,"Washington, D.C."
48,Raul,Martins,M,1974-04-25,raul.martins@cloudtechgenius.com,2022-04-20,2022-07-15,Esp. em Automação de Processos,160380.00,Atlanta
49,José,Carvalho,M,1992-05-15,josé.carvalho@webpromastery.net,2020-09-01,2022-10-25,Esp. em Robótica,220776.00,Dallas
50,Paulo,Barbosa,M,1994-07-05,paulo.barbosa@innovatedigitaltech.com,2018-12-26,2023-02-01,Esp. em Engenharia de Software,284916.00,Houston
51,Márcio,Castro,M,1970-05-24,márcio.castro@wisewebtrends.net,2010-05-21,2022-08-02,Eng. Civil,223620.00,Miami
52,Leandro,Santos,M,1995-11-22,leandro.santos@proactivedomainmakers.com,2012-09-17,2022-07-07,Eng. Mecânico,246276.00,Seattle
53,Ricardo,Menezes,M,1980-12-27,ricardo.menezes@digitalwebsavvy.com,2017-08-14,2023-01-27,Eng. Elétrico,277092.00,Portland
54,Júlio,Cavalcanti,M,1976-04-14,júlio.cavalcanti@webgeniuslab.net,2020-10-28,2023-03-09,Eng. de Produção,120108.00,Denver
55,Cesar,Oliveira,M,1984-06-30,cesar.oliveira@techstrategymakers.com,2012-10-23,2022-12-10,Eng. Químico,132312.00,Phoenix
56,Anderson,Santos,M,1968-05-09,anderson.santos@webmasterygurus.com,2010-10-03,2023-03-03,Eng. de Controle e Automação,141168.00,Salt Lake City
57,Juan,Ribeiro,M,1983-01-07,juan.ribeiro@securedigitaldomains.net,2017-05-04,2023-02-05,Eng. de Processos,190752.00,Sydney
58,Marcel,Silva,M,1972-03-27,marcel.silva@wisetechsolutions.com,2018-10-17,2022-06-07,Eng. de Segurança do Trabalho,211356.00,Melbourne
59,Maurício,Cunha,M,1988-12-03,maurício.cunha@prowebmasterylab.net,2019-03-27,2022-03-16,Eng. de Telecomunicações,209988.00,Brisbane
60,Alan,Alves,M,1988-12-21,alan.alves@digitaldomaingurus.com,2021-12-11,2022-06-17,Eng. de Energia,187908.00,Tóquio
61,Jorge,Costa,M,1975-08-17,jorge.costa@webproinnovators.net,2011-06-29,2022-02-12,Eng. de Manufatura,125664.00,Osaka
62,Renan,Fernandes,M,1993-06-25,renan.fernandes@techinnovationlab.com,2021-09-11,2022-03-25,Eng. de Qualidade,187728.00,Seul
63,Alexsandro,Rodrigues,M,1983-08-19,alexsandro.rodrigues@futurewebmakers.net,2022-01-27,2022-05-12,Eng. de Projeto,193044.00,Singapura
64,Rodrigo,Santos,M,1960-12-28,rodrigo.santos@wisedigitallab.com,2011-09-09,2023-02-10,Eng. de Materiais,185652.00,Hong Kong
65,Jairo,Oliveira,M,1988-01-30,jairo.oliveira@webgeniuspro.net,2018-05-02,2022-10-11,Eng. de Automação Industrial,280008.00,Xangai
66,Guilherme,Souza,M,1963-07-24,guilherme.souza@securewebtrends.com,2020-02-14,2022-10-16,Eng. de Pesquisa e Desenvolvimento,258972.00,Pequim
67,Davi,Pereira,M,1978-06-15,davi.pereira@proactivetechsolutions.net,2013-03-31,2022-12-18,Eng. de Sistemas,130524.00,Shenzhen
68,Osvaldo,Jorge,M,1988-04-22,osvaldo.jorge@digitalstrategygenius.com,2022-07-04,2023-01-08,Eng. de Meio Ambiente,275988.00,Tel Aviv
69,Valdemir,Renan,M,1973-01-22,valdemir.renan@webmasteryzone.net,2010-05-17,2023-01-31,Eng. de Computação,162576.00,Haifa
70,Benício,Lima,M,1993-12-21,benício.lima@cloudtechinnovators.com,2015-02-02,2022-03-21,Eng. de Controle de Qualidade,297096.00,Jerusalém
71,Jonas,Gomes,M,1986-03-18,jonas.gomes@techdomain.org,2015-06-01,2022-09-27,Desenvolvedor de Software,286224.00,San Francisco
72,Vinicius,Santos,M,1974-07-24,vinicius.santos@webprogurus.org,2014-11-21,2022-04-03,Eng. de Software,137376.00,Seattle
73,Lucas,Silva,M,1969-12-10,lucas.silva@creativetechhub.org,2020-06-21,2022-06-26,Analista de Sistemas,235884.00,San Jose
74,Jorge,Jorge,M,1970-01-13,jorge.jorge@futurewebtrends.org,2010-10-08,2023-03-04,Arquiteto de Soluções,294384.00,Bangalore
75,Renan,Souza,M,1969-03-06,renan.souza@techsolutionslab.org,2019-02-08,2022-05-04,Administrador de Banco de Dados,177384.00,Hyderabad
76,Maria,Oliveira,F,1995-12-01,maria.oliveira@webmasteryexperts.org,2016-10-01,2022-04-20,Esp. em Segurança da Informação,210696.00,Chennai
77,Ana,Santos,F,1982-11-02,ana.santos@innovatewebtech.org,2023-03-17,2023-02-24,Gerente de Projeto de TI,290052.00,Pune
78,Beatriz,Ribeiro,F,1975-06-11,beatriz.ribeiro@secureonlinedomains.org,2017-02-07,2022-08-09,Analista de Redes,203412.00,Mumbai
79,Juliana,Santos,F,1970-02-23,juliana.santos@cloudtechmakers.org,2010-10-30,2022-08-26,Cientista de Dados,172128.00,São Paulo
80,Camila,Ribeiro,F,1968-01-16,camila.ribeiro@proactivewebsolutions.org,2010-01-09,2022-04-13,Esp. em Cloud Computing,222660.00,Campinas
81,Amanda,Silva,F,1977-03-14,amanda.silva@wisedigitalstrategies.org,2015-06-26,2022-12-11,Analista de Sistemas,182244.00,Rio de Janeiro
82,Fernanda,Cunha,F,1994-07-22,fernanda.cunha@webgeniuszone.org,2019-01-22,2022-07-10,Arquiteto de Soluções,152448.00,Florianópolis
83,Gabriela,Alves,F,1984-03-24,gabriela.alves@techtrendmakers.org,2014-12-31,2022-09-02,Administrador de Banco de Dados,297696.00,Toronto
84,Isabella,Costa,F,1978-12-12,isabella.costa@freshonlinedomains.org,2012-09-09,2022-01-17,Esp. em Segurança da Informação,292680.00,Montreal
85,Luana,Fernandes,F,1962-03-16,luana.fernandes@digitalstrategylab.org,2017-10-20,2022-01-29,Gerente de Projeto de TI,237060.00,Vancouver
86,Letícia,Rodrigues,F,1973-04-12,letícia.rodrigues@webwizardryexperts.org,2018-08-31,2022-10-28,Gerente de Infraestrutura de TI,157704.00,Tel Aviv
87,Sophia,Santos,F,1968-03-20,sophia.santos@websavvygurus.org,2010-12-08,2023-02-18,Esp. em Bancos de Dados,236028.00,Berlim
88,Laura,Oliveira,F,1968-08-03,laura.oliveira@wisewebmasters.org,2019-02-23,2023-03-04,Esp. em Web Design,255888.00,Dublin
89,Carla,Silva,F,1969-05-16,carla.silva@prowebsolutionslab.org,2020-11-01,2022-01-28,Analista de Segurança da Informação,289272.00,Londres
90,Bruna,Santos,F,1961-12-28,bruna.santos@techdomainexperts.org,2011-04-18,2022-10-17,Esp. em Suporte Técnico,220752.00,Bangalore
91,Natália,Oliveira,F,1973-11-03,natália.oliveira@webgurupro.org,2021-02-05,2022-09-20,Desenvolvedor Front-end,280932.00,Nova York
92,Alice,Souza,F,1980-08-21,alice.souza@digitalinnovationlab.org,2022-12-29,2022-09-27,Desenvolvedor Back-end,232104.00,Boston
93,Mirella,Rodrigues,F,1965-10-16,mirella.rodrigues@techsavvydomains.org,2017-02-01,2022-10-03,Desenvolvedor Full Stack,241356.00,Austin
94,Vanessa,Almeida,F,1969-05-03,vanessa.almeida@webmasterylab.org,2020-08-20,2022-07-22,Esp. em Internet das Coisas (IoT),143496.00,San Diego
95,Paula,Costa,F,1980-10-18,paula.costa@creativewebtech.org,2011-09-23,2022-06-24,Eng. de Dados,259356.00,Los Angeles
96,Flávia,Pereira,F,1987-08-21,flávia.pereira@futuredigitaltrends.org,2012-06-12,2022-09-06,Esp. em DevOps,277812.00,Chicago
97,Raquel,Fernandes,F,1970-03-31,raquel.fernandes@securewebsolutions.org,2013-10-27,2022-10-20,Esp. em Big Data,219528.00,"Washington, D.C."
98,Carol,Garcia,F,1971-09-26,carol.garcia@cloudtechgenius.org,2020-08-02,2023-02-01,Arquiteto de Software,199728.00,Atlanta
99,Giselle,Ribeiro,F,1973-12-03,giselle.ribeiro@webpromastery.org,2020-06-25,2023-02-22,Esp. em Realidade Virtual/Realidade Aumentada,298704.00,Dallas
100,Jéssica,Nunes,F,1973-05-06,jéssica.nunes@innovatedigitaltech.org,2015-06-09,2022-04-11,Analista de Negócios de TI,281712.00,Houston
101,Marcela,Carvalho,F,1990-09-30,marcela.carvalho@wisewebtrends.org,2011-12-28,2022-05-15,Esp. em Automação de Testes,177060.00,Miami
102,Priscila,Lima,F,1971-07-03,priscila.lima@proactivedomainmakers.org,2020-09-24,2022-11-08,Esp. em Machine Learning,166200.00,Seattle
103,Renata,Araújo,F,1977-01-31,renata.araújo@digitalwebsavvy.org,2016-01-12,2022-10-07,Esp. em Blockchain,245904.00,Portland
104,Vívian,Ferreira,F,1982-11-13,vívian.ferreira@webgeniuslab.org,2010-06-14,2022-10-24,Esp. em Cibersegurança,200736.00,Denver
105,Patrícia,Cardoso,F,1984-02-16,patrícia.cardoso@techstrategymakers.org,2016-07-25,2022-04-17,Esp. em Gerenciamento de Projetos de TI,166800.00,Phoenix
106,Giovanna,Gomes,F,1987-09-06,giovanna.gomes@webmasterygurus.org,2019-01-27,2022-01-28,Analista de Qualidade de Software,124608.00,Salt Lake City
107,Larissa,Rocha,F,1990-04-09,larissa.rocha@securedigitaldomains.org,2017-04-22,2022-11-01,Gerente de Operações de TI,223236.00,Sydney
108,Thais,Martins,F,1973-08-26,thais.martins@wisetechsolutions.org,2014-02-09,2022-04-30,Esp. em Computação em Nuvem Híbrida,214584.00,Melbourne
109,Kelly,Barbosa,F,1984-11-20,kelly.barbosa@prowebmasterylab.org,2021-10-24,2022-01-23,Esp. em Redes de Computadores,275028.00,Brisbane
110,Valentina,Castro,F,1964-06-16,valentina.castro@digitaldomaingurus.org,2020-02-06,2022-11-14,Esp. em Virtualização de Servidores,285552.00,Tóquio
111,Marta,Menezes,F,1994-05-15,marta.menezes@webproinnovators.org,2021-02-04,2022-07-02,Analista de Dados,175836.00,Osaka
112,Mariana,Cavalcanti,F,1987-01-03,mariana.cavalcanti@techinnovationlab.org,2018-01-08,2022-08-11,Esp. em Inteligência de Negócios (BI),184008.00,Seul
113,Andréia,Cunha,F,1990-08-09,andréia.cunha@futurewebmakers.org,2013-10-10,2022-02-22,Esp. em Experiência do Usuário (UX),252156.00,Singapura
114,Cláudia,Alves,F,1961-08-17,cláudia.alves@wisedigitallab.org,2011-07-15,2023-02-22,Esp. em Interface do Usuário (UI),288420.00,Hong Kong
115,Júlia,Costa,F,1982-05-01,júlia.costa@webgeniuspro.org,2020-02-17,2022-10-29,Esp. em Tecnologias Mobile,120936.00,Xangai
116,Rosa,Castro,F,1978-07-16,rosa.castro@securewebtrends.org,2011-05-29,2022-08-04,Desenvolvedor de Aplicativos Móveis,154980.00,Pequim
117,Fabiana,Lima,F,1989-09-15,fabiana.lima@proactivetechsolutions.org,2021-04-29,2022-09-25,Esp. em Sistemas de Informação Geográfica (GIS),205452.00,Shenzhen
118,Luciana,Santos,F,1985-10-07,luciana.santos@digitalstrategygenius.org,2015-11-09,2023-01-04,Esp. em Automação de Processos,229584.00,Tel Aviv
119,Lívia,Ribeiro,F,1983-08-26,lívia.ribeiro@webmasteryzone.org,2021-01-05,2022-09-06,Esp. em Robótica,181980.00,Haifa
120,Débora,Silva,F,1989-04-11,débora.silva@cloudtechinnovators.org,2022-04-07,2022-03-30,Esp. em Engenharia de Software,225984.00,Jerusalém
121,Bianca,Oliveira,F,1991-09-09,bianca.oliveira@proactivewebsolutions.org,2013-09-17,2022-10-15,Eng. Civil,203568.00,Estocolmo
122,Tainá,Santos,F,1985-01-06,tainá.santos@wisedigitalstrategies.org,2013-07-01,2022-01-13,Eng. Mecânico,270696.00,Helsinque
123,Adriana,Rocha,F,1984-12-03,adriana.rocha@webgeniuszone.org,2011-07-29,2022-01-25,Eng. Elétrico,154668.00,Copenhagen
124,Natalia,Gomes,F,1981-04-08,natalia.gomes@techtrendmakers.org,2015-02-27,2023-03-10,Eng. de Produção,204456.00,Oslo
125,Daniela,Fernandes,F,1983-03-06,daniela.fernandes@freshonlinedomains.org,2016-12-27,2022-07-24,Eng. Químico,144552.00,Amsterdam
126,Andréia,Castro,F,1968-04-05,andréia.castro@digitalstrategylab.org,2018-01-12,2022-03-21,Eng. de Controle e Automação,195960.00,Roterdã
127,Cláudia,Lima,F,1975-04-16,cláudia.lima@webwizardryexperts.org,2018-07-09,2023-01-06,Eng. de Processos,209328.00,Eindhoven
128,Júlia,Martins,F,1968-06-22,júlia.martins@websavvygurus.org,2018-10-16,2022-12-15,Eng. de Segurança do Trabalho,233940.00,Paris
129,Bianca,Fernandes,F,1984-12-08,bianca.fernandes@wisewebmasters.org,2015-06-06,2023-02-20,Eng. de Telecomunicações,248208.00,Lyon
130,Tainá,Castro,F,1972-06-26,tainá.castro@prowebsolutionslab.org,2013-11-28,2022-10-19,Eng. de Energia,164652.00,Toulouse
131,Liam,Smith,M,1978-03-23,liam.smith@techdomainexperts.org,2022-09-01,2022-08-10,Eng. de Manufatura,255048.00,Marselha
132,Noah,Johnson,M,1985-02-15,noah.johnson@webgurupro.org,2010-07-02,2022-01-22,Eng. de Qualidade,215772.00,Nice
133,Ethan,Brown,M,1965-07-25,ethan.brown@digitalinnovationlab.org,2022-08-24,2023-02-12,Eng. de Projeto,283656.00,Grenoble
134,Oliver,Taylor,M,1992-01-06,oliver.taylor@techsavvydomains.org,2013-07-03,2022-12-18,Eng. de Materiais,274248.00,Genebra
135,Elijah,Anderson,M,1993-01-06,elijah.anderson@proactivedomainmakers.org,2014-07-17,2023-02-08,Eng. de Automação Industrial,260796.00,Zurique
136,Benjamin,Clark,M,1975-05-23,benjamin.clark@digitalwebsavvy.org,2020-02-24,2022-04-14,Eng. de Pesquisa e Desenvolvimento,215904.00,Viena
137,William,Rodriguez,M,1968-06-19,william.rodriguez@webgeniuslab.org,2014-08-21,2022-09-06,Eng. de Sistemas,192828.00,Praga
138,James,Martinez,M,1992-03-01,james.martinez@techstrategymakers.org,2014-05-27,2023-01-19,Eng. de Meio Ambiente,287148.00,Budapeste
139,Samuel,Harris,M,1972-06-23,samuel.harris@webmasterygurus.org,2014-03-30,2022-12-21,Eng. de Computação,251064.00,Bratislava
140,Daniel,Nelson,M,1973-07-09,daniel.nelson@securedigitaldomains.org,2010-10-19,2022-01-26,Eng. de Controle de Qualidade,190008.00,Varsóvia
141,Henry,Thompson,M,1993-05-12,henry.thompson@wisetechsolutions.org,2012-04-29,2022-07-11,Eng. Mecânico,175764.00,Cracóvia
142,Jackson,Hall,M,1973-03-05,jackson.hall@prowebmasterylab.org,2018-11-04,2022-04-26,Eng. Elétrico,265320.00,Lisboa
143,Sebastian,Adams,M,1967-10-04,sebastian.adams@digitaldomaingurus.org,2011-07-13,2022-11-13,Eng. de Produção,299052.00,Porto
144,David,Baker,M,1990-12-08,david.baker@webproinnovators.org,2016-02-11,2022-01-14,Eng. Químico,214884.00,Coimbra
145,Lucas,King,M,1980-10-15,lucas.king@techinnovationlab.org,2021-08-08,2022-09-19,Eng. de Controle e Automação,271272.00,Madrid
146,Caleb,Garcia,M,1973-01-17,caleb.garcia@futurewebmakers.org,2018-09-25,2022-01-15,Eng. de Processos,228792.00,Barcelona
147,Alexander,Wright,M,1990-03-16,alexander.wright@wisedigitallab.org,2014-09-12,2022-07-14,Eng. de Segurança do Trabalho,121800.00,Valencia
148,Joseph,Turner,M,1979-04-30,joseph.turner@webgeniuspro.org,2010-01-06,2023-01-02,Eng. de Telecomunicações,209472.00,Sevilha
149,Benjamin,Scott,M,1984-12-13,benjamin.scott@securewebtrends.org,2019-09-24,2022-01-31,Eng. de Energia,206100.00,Bilbau
150,Samuel,Campbell,M,1980-04-09,samuel.campbell@techdomain.com,2013-02-23,2022-04-07,Eng. de Manufatura,135396.00,Estocolmo
151,Christopher,Green,M,1977-05-03,christopher.green@brightwebsolutions.net,2022-10-10,2022-05-19,Eng. de Qualidade,120732.00,Helsinque
152,Ethan,Young,M,1972-11-12,ethan.young@freshonline.com,2021-09-29,2022-09-26,Eng. de Projeto,148044.00,Copenhagen
153,Andrew,Jackson,M,1985-11-05,andrew.jackson@proactiveweb.com,2016-06-16,2023-02-09,Eng. de Materiais,221496.00,Oslo
154,Joshua,Lee,M,1982-10-18,joshua.lee@wisedigitalsolutions.com,2015-07-28,2022-12-20,Eng. de Automação Industrial,207600.00,Amsterdã
155,Benjamin,Walker,M,1985-10-23,benjamin.walker@creativetechhub.com,2017-04-08,2022-10-14,Eng. de Pesquisa e Desenvolvimento,129036.00,Roterdã
156,Jacob,White,M,1992-06-06,jacob.white@secureonlinesolutions.net,2018-03-09,2023-03-01,Eng. de Sistemas,129948.00,Eindhoven
157,Nicholas,Harris,M,1983-06-16,nicholas.harris@cloudtechmasters.com,2021-04-27,2022-07-30,Eng. de Meio Ambiente,139812.00,Paris
158,Matthew,Martin,M,1990-02-23,matthew.martin@webproexperts.com,2023-03-02,2022-05-17,Eng. de Computação,124824.00,Lyon
159,Liam,Martinez,M,1974-05-12,liam.martinez@digitaldomainmakers.com,2013-10-01,2023-02-15,Eng. de Controle de Qualidade,157548.00,Toulouse
160,Samuel,Davis,M,1963-03-10,samuel.davis@innovatewebtech.com,2010-04-02,2022-02-28,Desenvolvedor de Software,123492.00,Marselha
161,William,Rodriguez,M,1962-04-23,william.rodriguez@techgurusonline.com,2021-01-05,2022-06-18,Eng. de Software,250356.00,Nice
162,Christopher,Wilson,M,1989-09-22,christopher.wilson@websavvysolutions.net,2013-12-16,2023-01-19,Analista de Sistemas,231648.00,Grenoble
163,Michael,Anderson,M,1993-05-05,michael.anderson@futurewebtrends.com,2022-06-14,2022-08-14,Arquiteto de Soluções,216732.00,Genebra
164,Alexander,Clark,M,1984-06-13,alexander.clark@digitalstrategylab.com,2019-02-07,2022-08-03,Administrador de Banco de Dados,194016.00,Zurique
165,James,Thomas,M,1995-01-23,james.thomas@webwizardsonline.com,2010-03-18,2022-01-23,Esp. em Segurança da Informação,214656.00,Viena
166,Benjamin,Lewis,M,1964-05-21,benjamin.lewis@techtrendmakers.com,2010-04-09,2022-10-22,Gerente de Projeto de TI,282288.00,Praga
167,David,Johnson,M,1965-12-23,david.johnson@digitaldomainexperts.net,2022-08-01,2022-04-30,Analista de Redes,220068.00,Budapeste
168,Benjamin,Hall,M,1976-02-19,benjamin.hall@webmasterysolutions.com,2014-07-20,2022-06-18,Cientista de Dados,198132.00,Bratislava
169,Henry,Turner,M,1966-06-05,henry.turner@prowebsolutions.net,2021-06-27,2022-07-15,Esp. em Cloud Computing,192180.00,Varsóvia
170,Noah,Allen,M,1988-02-21,noah.allen@digitaldomainmasters.com,2021-12-30,2023-01-05,Analista de Sistemas,166056.00,Cracóvia
171,Elijah,King,M,1994-08-17,elijah.king@webprogurus.net,2022-10-26,2022-01-13,Arquiteto de Soluções,139704.00,Silicon Valley
172,Ethan,Turner,M,1961-05-13,ethan.turner@creativetechhub.com,2012-02-14,2022-12-09,Administrador de Banco de Dados,187500.00,San Francisco
173,Alexander,Wright,M,1975-03-01,alexander.wright@futurewebtrends.net,2012-08-08,2022-09-16,Esp. em Segurança da Informação,153972.00,Seattle
174,Samuel,Baker,M,1974-06-07,samuel.baker@techsolutionslab.com,2018-10-10,2022-07-07,Gerente de Projeto de TI,226452.00,Bangalore
175,Joseph,Adams,M,1976-01-29,joseph.adams@webmasteryexperts.com,2015-09-18,2022-02-21,Gerente de Infraestrutura de TI,167328.00,Hyderabad
176,Daniel,Scott,M,1961-06-25,daniel.scott@innovatewebtech.net,2011-12-21,2022-03-29,Esp. em Bancos de Dados,196140.00,Chennai
177,Benjamin,Thompson,M,1979-12-12,benjamin.thompson@secureonlinedomains.com,2018-11-14,2022-06-13,Esp. em Web Design,178104.00,Pune
178,William,Young,M,1985-01-01,william.young@cloudtechmakers.net,2014-05-28,2022-03-09,Analista de Segurança da Informação,230568.00,Mumbai
179,Jackson,Harris,M,1981-03-24,jackson.harris@proactivewebsolutions.com,2021-09-12,2022-08-31,Esp. em Suporte Técnico,248148.00,São Paulo
180,David,Jackson,M,1966-06-06,david.jackson@wisedigitalstrategies.com,2014-10-25,2022-03-01,Desenvolvedor Front-end,190308.00,Campinas
181,Lucas,Campbell,M,1973-08-25,lucas.campbell@webgeniuszone.net,2016-05-28,2023-01-29,Desenvolvedor Back-end,161364.00,Rio de Janeiro
182,Samuel,Green,M,1993-07-27,samuel.green@techtrendmakers.com,2021-04-18,2022-01-22,Desenvolvedor Full Stack,250044.00,Florianópolis
183,James,Nelson,M,1988-06-17,james.nelson@freshonlinedomains.com,2020-11-17,2022-05-13,Esp. em Internet das Coisas (IoT),146052.00,Toronto
184,Caleb,Walker,M,1987-09-11,caleb.walker@digitalstrategylab.net,2011-12-29,2022-12-25,Eng. de Dados,286272.00,Montreal
